110CLL	1228CLL	NC11_35	NC15_63	NC15_67
AC137767.1	0	0	0	0	0.37088
AC137800.1	3.93852	3.2851	9.01593	4.01205	5.49488
AC137800.2	5.93822	4.45012	2.2507	0.72974	4.93403
AC137803.1	0	0	0	0.23641	0
AC137894.1	0	0	0	0.19617	0
AC137894.2	0.99697	0.3458	5.50323	22.35257	9.63312
AC137932.1	8.43246	0.42978	5.31998	2.2046	3.27936
AC137932.2	3.72284	1.4573	0	1.07194	0
AC137932.3	838.015	584.0705	433.7097	572.2162	572.0115
AC137936.2	16.90395	22.30388	0	16.40556	7.1248
AC138024.1	0	0	0	0	0
AC138028.1	235.6284	748.7932	303.6483	356.4971	420.5299
AC138028.2	549.8245	1206.4406	730.0889	847.4056	915.2647
AC138028.3	16.99224	14.76848	10.62667	27.36896	29.06795
AC138028.4	100.286	158.096	74.1692	128.975	176.912
AC138028.5	32.77403	80.1886	25.75915	48.33889	52.8264
AC138035.1	5.91518	4.0508	0.2769	0	0.13664
AC138035.2	0	0	0	0	0
AC138123.2	64.03023	47.83141	44.79547	60.48748	57.77618
AC138207.4	47.2618	78.8451	69.3694	125.89	177.283
AC138207.8	725.14992	971.79133	980.93722	1197.54523	1049.17499
AC138304.1	0	0	0	0	0
AC138305.2	9.07477	15.4397	4.68518	2.35513	4.37736
AC138305.3	2.58251	1.54622	0.51546	1.14201	0
AC138331.1	55.0812	75.3483	107.824	66.7458	65.8079
AC138356.3	84.78036	28.49922	0	0.56336	1.33712
AC138374.1	0	0	0	0	0
AC138374.2	0	0	0	0	0
AC138393.1	915.30895	988.58854	405.74588	455.93592	378.56774
AC138393.3	135.6702	149.5209	76.28248	87.3077	106.5847
AC138409.1	0	0	0	0	0
AC138430.2	79.7137	24.2765	29.1048	12.199	11.4593
AC138466.1	0	0	0	0	0
AC138466.3	0	0	0	0	0
AC138466.4	0	0	0	0	0
AC138473.1	8.71016	6.78756	3.83597	3.78532	5.65592
AC138512.1	0	0	0	0	0
AC138517.1	0	0	0	0	0
AC138625.1	0.50553	0	1.29603	0	0
AC138625.2	102.18147	112.2047	121.1706	82.7567	85.5937
AC138627.2	0	0	0	0.38228	0
AC138646.1	0	0	0	0	0
AC138647.1	0	0	0	0	0
AC138649.1	0	0	0.33654	0.46779	0.62464
AC138649.4	0	0	0	0	0
AC138649.5	0	0	0	0	0
AC138696.1	0	0	0	0	0
AC138701.1	13.85555	16.74862	10.42219	7.77362	9.12136
AC138701.2	9.04071	4.13919	2.76257	1.67094	1.57136
AC138747.10	7.62566	10.6095	3.63217	7.64747	6.44662
AC138747.4	32.3464	61.0308	23.6891	17.0532	24.3707
AC138747.6	0.70968	0	0	0	0
AC138747.7	5.84089	9.78437	5.21342	1.85732	7.08576
AC138747.8	3.35565	4.32704	3.35445	1.46959	1.9276
AC138747.9	2.61659	3.65521	2.27205	1.07728	3.08904
AC138749.1	474.66449	305.73647	255.58682	265.04893	275.86257
AC138749.3	0.98724	0.50882	0.3195	4.6012	3.538
AC138749.6	16.36474	9.24768	4.92784	7.85167	10.46272
AC138749.7	268.38859	182.43228	95.75088	156.31378	183.35315
AC138749.9	69.35043	43.09023	29.9955	44.61304	45.54476
AC138761.3	0	0	0	0	0
AC138811.1	0	0	0	0	0
AC138819.1	0	0	0	0	0
AC138832.3	0	0	0	0	0
AC138853.1	0	0	0	0	0
AC138894.3	0.2187	0.37544	0	0	0.20496
AC138894.4	2.9567	5.70981	3.83246	7.90409	4.65552
AC138904.2	0	0.494	0	0	0
AC138904.3	0.7776	0.75088	0	0.64887	1.31272
AC138907.1	385.20773	376.21706	257.91465	403.46556	435.31896
AC138907.10	82.7831	58.2586	25.3802	62.3862	75.4622
AC138907.3	47.0274	62.6888	23.49524	64.8577	64.1687
AC138907.6	0.05346	0	0	0	0
AC138907.7	58.31532	84.8215	102.39873	75.7682	111.6943
AC138907.8	420.019	336.381	258.881	391.156	378.744
AC138907.9	275.013	168.778	137.646	228.855	214.756
AC138915.2	74.4854	94.2899	122.94796	212.14419	221.29998
AC138932.1	0	0.57798	0.31524	0.76025	1.22976
AC138951.2	0	0	0.51546	0	0
AC138956.1	0.73887	0	0	0	0
AC138956.2	0	0	0	0	0.37088
AC138965.1	182.61038	340.90652	118.10695	223.7901	215.83432
AC138969.1	815.4004	742.3819	1126.23864	1173.6816	1473.28488
AC139099.2	55.8398	132.5493	3.41011	63.9818	30.19456
AC139099.3	147.03058	411.5126	13.79869	111.92814	42.2159
AC139100.1	0	0	0	0	0
AC139100.2	0	0	0	0	0
AC139103.1	0	0	0.64752	0	0
AC139149.1	0	0	0	0	0.6832
AC139256.1	0	0	0	0	0
AC139272.1	0	0.23712	0	0.44308	0
AC139365.2	41.9893	24.4293	19.4843	15.195	25.2272
AC139426.2	90.97707	79.0179	88.53242	129.3279	113.7393
AC139451.1	0	0	0	0	0
AC139491.3	42.1211	96.107	30.75092	95.0919	100.3868
AC139491.5	400.51296	1228.03545	916.27074	1041.77609	773.68424
AC139491.7	263.53681	820.17056	448.94421	570.42797	415.24997
AC139494.5	0	0	0	0	0
AC139494.8	0	0	0	0	0
AC139495.1	0	0	0	0	0
AC139495.2	0	0	0	0	0
AC139495.3	1.47896	0	0	0	0
AC139530.2	0	0	0	0	0
AC139677.1	1.47744	1.50176	0	0.96576	0
AC139677.3	0	0	0	0	0
AC139677.4	398.87	215.039	237.086	161.882	143.542
AC139697.1	0	0	0	0	0
AC139712.1	13.4948	8.95622	4.37275	5.31044	4.96784
AC139713.2	2.43144	6.13054	8.39331	17.94064	8.94016
AC139718.2	0	0	0	0	0
AC139720.1	0	0	0	0	0
AC139720.2	0	0	0	0	0
AC139722.1	0	0	0	0	0
AC139749.1	24.45756	11.6825	80.16169	66.72485	70.23508
AC139749.2	11.69986	5.84896	55.4452	99.63569	146.5994
AC139769.1	72.72421	38.36782	48.52624	66.71954	63.0015
AC139769.3	0.6075	0	0.93825	0.21126	0.27328
AC139783.2	0	0	0	0	0
AC139792.1	0	0	0	0	0
AC139795.2	0	0	0	0	0
AC139795.3	0	0	0	0	0
AC140076.1	0	0	0	0.73941	0
AC140118.1	0	0	0	0	0
AC140125.2	0	0	0	0	0
AC140172.1	0.36936	0	0	0.38228	0.37088
AC140479.1	70.7167	114.393	33.6958	26.9919	30.8302
AC140479.3	0	0	1.2965	0	0
AC140479.4	92.86296	72.32728	15.61848	28.2609	25.68344
AC140479.5	22.72938	23.93633	5.98512	7.7619	7.43224
AC140479.6	1.90589	2.55398	0.9167	0.32194	1.952
AC140479.7	2377.48324	1750.3814	1987.09269	1055.20229	1000.64844
AC140481.3	0	0	0	0	0
AC140504.1	5.52823	6.64917	74.1849	94.2308	51.1519
AC140725.2	0	0	0	0	0
AC140847.1	0	0	0	0	0
AC140847.3	0	0	0	0	0.34648
AC140878.1	35.2487	16.2645	1.5345	1.80208	2.63032
AC140912.1	0	0	0	0	0
AC141002.1	0	0	0	0	0
AC141257.3	6.93021	8.38675	7.7411	17.3247	13.7728
AC141257.4	0	0	0	1.01176	0
AC141272.1	105.771	60.5154	59.7096	89.9359	107.414
AC141273.1	0	0	0	0	0.71736
AC141557.2	0	0	0	0	0
AC141586.1	4.97276	1.49188	0.11928	0.22635	0.16592
AC141586.5	0	0.87438	1.29504	0	0.74176
AC141930.2	27.22998	50.48387	111.312	201.0231	213.7556
AC142086.1	0.52006	2.25264	0.05112	0	0.63928
AC142086.4	4.00709	15.3613	2.98356	1.95322	2.3668
AC142086.6	47.475	42.14715	30.99844	25.78697	38.66628
AC142381.1	48.34529	31.87748	41.19327	60.05988	85.7353
AC142381.2	80.1611	89.7755	93.1743	101.093	94.2566
AC142381.3	0.1944	0.20254	0	0	1.52744
AC142384.1	0	0	0	0	0
AC142525.1	0	0	0	0	0
AC144522.1	0	0	0	0	0
AC144568.2	0	0	0	0	0
AC144831.1	288.25	760.322	44.742	359.109	157.424
AC144833.1	23.0945	6.68382	3.23195	3.06005	4.22608
AC145029.1	0	0	0	0	0
AC145029.2	0	0	0	0	0
AC145098.1	0	0	0	0	0
AC145124.1	157.3213	40.6118	8.64379	5.7336	11.6831
AC145141.1	0	0	0	0	0
AC145207.1	0	0	0	0	0
AC145207.2	0	0	0	0	0
AC145207.3	0	0	0	0	0
AC145207.4	0	0	0	0	0
AC145207.6	0	0	0	0	0
AC145207.8	0	0	0	0	0
AC145207.9	0	0	0	0	0
AC145285.2	0.32562	0	0	0	0
AC145350.1	3.37532	3.64078	1.47106	2.70829	3.38184
AC145350.3	0	0	0	0	0
AC145350.4	13.52481	14.62116	3.56336	7.3147	4.78728
AC145422.1	0	0.57798	2.59207	2.1086	0.83448
AC146507.1	0	0	0	0	0
AC146507.2	0	0	0	0	0
AC146944.2	0	0	0	0.70923	1.0004
AC146944.4	0.23346	1.33874	1.24877	3.06052	2.79624
AC147055.2	0	0	0	0	0
AC147067.2	11.4676	13.1923	32.9837	39.1151	46.4715
AC147651.1	0	0	0	0	0
AC147651.3	0	0	0	0	0
AC147876.1	0	0	0.45585	0	0.74176
AC148477.1	0	0	0	0	0
AC148477.2	0	0	0	0	0
AC148477.3	0	0	0	0	0
AC148477.4	0	0	0	0	0
AC148477.6	0	0	0	0	0
AC148477.7	0	0	0	0	0
AC148477.8	0	0	0	0	0
AC148477.9	0	0	0	0	0
AC152007.1	0	0	0	0	0
AC156455.1	0	0.21736	1.29656	15.53087	0.64416
AC156455.2	0	0.21736	1.29656	15.53087	0.64416
AC159540.1	4.38739	5.85326	27.1653	15.10861	21.76529
AC159540.2	55.38514	37.54396	69.28264	156.5296	128.17213
AC171558.1	0	0	0	0	0
AC171558.2	50.7588	81.7194	12.1191	23.2041	21.5016
AC171558.3	0	0	0	0	0
AC171558.4	0.34992	0	0	0	0
AC171558.5	4.33162	11.82142	2.10962	4.03807	1.00528
AC171558.6	0.73872	6.59489	2.72848	0	0
AC174048.1	0	0	0	0	0
AC183088.2	1.10808	0	0	0	0
AC187653.1	0	0	0	0	0
AC192820.1	0	0	0.05964	0	0
AC205875.1	0	0	0	0	0
AC207130.1	0.86059	0	0	0	0
AC207480.1	0	0	0	0	0
AC208067.1	0.36936	0	0	0.38228	0.37088
AC208162.1	0	0	0	0	0
AC208162.3	0	0	0	0	0
AC208188.1	0	0	0	0	0
AC208876.1	6.25441	2.09456	3.74328	0.77462	2.43024
AC208876.2	3.58461	1.16584	0.18318	2.2953	0
AC209234.1	0	0	0	0	0
AC209539.1	57.5909	42.5466	24.9746	36.8196	30.7819
AC209539.2	0.54918	1.50176	0	0	0
AC210433.1	26.43281	29.61092	22.66438	30.8072	13.02972
AC210544.1	0	0	0	0	0
AC210756.1	0.60308	0.82004	0.56298	0.33198	0.94672
AC211433.2	0	0	0	0	0
AC211469.1	0	0	0	0	0
AC211469.2	0	0	0	0	0
AC211476.1	0	0	0	0	0
AC211476.3	0	0	0	0	0
AC211476.4	0.02916	0	0	0	0
AC211476.5	0	0	0	0	0
AC211476.6	0	0	0	0	0
AC211485.1	0	0	0	0	0
AC211486.2	3.97321	7.94758	0	0	0.74176
AC211486.5	57.71781	86.55547	0	5.66356	10.13174
AC211856.1	0.33534	0	0	0	0
AC213203.1	0	0	0	0	0
AC213220.3	0	0	0	0	0
AC215522.1	0	0	0	0	0
AC215522.3	0.0243	0.13832	0.0213	0	0
AC215996.1	0	0	0	0	0
AC216089.1	0	0	0	0	0
AC216281.1	7.80029	0	0	0	0
AC217627.1	0	0	0	0	0
AC217628.1	0	0	0	0	0
AC217778.2	3.57469	3.37402	5.67806	2.77819	7.72992
AC217785.1	1.38116	2.96894	4.33945	1.36892	7.5396
AC225099.1	0.87483	0.75088	3.49956	3.97108	5.12888
AC225613.1	0	0	0	0	0
AC225828.1	0	0	0	0	0
AC226101.1	0.73872	0	0	0	0
AC226118.1	0	0	0	0	0
AC226154.2	0.28689	4.69256	0.71612	0.77462	2.12768
AC226496.2	0.34506	0	0	0	0
AC226496.4	0	0	0	0	0
AC226593.1	0	0	0	0	0
AC226593.2	0	0	0	0	0
AC226770.1	3.69523	5.62666	0.8094	1.73544	1.8544
AC229888.1	0	0	0	0	0
AC231381.1	0	0	0	0	0
AC231532.1	0.87532	4.4902	0	0	1.80072
AC231647.2	0.30618	0	0	0	0.22448
AC231759.1	0.73903	0	0	5.1802	0.89304
AC231760.1	0	0.07904	0	0.52834	0.47824
AC231981.1	26.1799	21.25981	1.67467	9.33724	9.93568
AC231988.1	0	0	0	0	0
AC232271.1	0	0	0	0	0
AC233263.2	0	0	0	0	0
AC233263.3	0	0	0	0	0
AC233263.5	0	0	0	0	0
AC233263.6	0.73872	0	0	0	0
AC233266.1	0	0	0	0	0
AC233266.2	0	0	0	0	0
AC233279.1	25.1819	24.3255	22.8263	10.1142	14.5092
AC233280.10	0.1215	0	0	0.38228	0
AC233280.17	0.1215	0	0	0.38228	0
AC233280.19	0	0	0	0	0
AC233282.1	0	0	0	0	0
AC233282.2	0	0	0	0	0
AC233289.1	0	0	0	0	0
AC233290.1	1.8468	4.12984	57.767	115.407	136.156
AC233290.2	0.99649	0.75088	28.4867	47.4724	64.9443
AC233297.1	2.67006	0	0	0	0
AC233300.1	0	0	0	0.18108	0
AC233699.1	158.69708	61.39999	41.36756	66.10588	65.04666
AC233699.3	23.3874	20.8879	24.8377	44.6181	58.3949
AC233699.4	0.11178	5.86378	6.6535	10.96891	14.11296
AC233699.6	217.11532	80.04053	24.48011	35.63056	48.08664
AC233702.1	0	1.5808	0.02556	0.76456	0
AC233702.2	0.73872	1.50176	0.76254	0.76456	0
AC233702.3	0.42797	3.0628	0.20022	0.65897	0
AC233702.5	0	0	0	0	0
AC233702.7	0	0.08892	0	0.30683	0
AC233702.8	0	0	0	0	0
AC233702.9	20.6059	29.3192	7.3872	16.8361	17.1058
AC233723.2	0	0	0	0	0
AC233724.5	5.37869	9.45016	0	0	0
AC233755.1	0	0	0	0	0
AC233755.2	1.03607	0.247	0.57994	0.22635	0.37088
AC233964.1	0	0	0	0	0
AC233968.1	0	0	0	0.34707	0.16592
AC233981.1	0	0.58292	7.51098	23.6382	16.2218
AC233982.1	0	0	0	0	0
AC233992.3	0.20412	0.37544	0	0	0
AC233992.5	0.20412	0.37544	0	0	0
AC234231.1	2.48013	1.95624	0.96334	2.10428	0.62952
AC234582.1	271.40272	203.14235	388.97513	945.13145	499.80057
AC234635.1	0	0	0	0	0
AC234635.2	0	0	0	0	0
AC234635.3	0	0	0	0	0
AC234771.2	0	0	0	0	0
AC234771.5	0	0	0	0	0
AC234772.1	10.5869	5.8786	0.35794	2.20969	5.5388
AC234775.1	0	0	0	0	0
AC234775.3	0	0	0.64752	0.37725	1.43472
AC234778.1	0	0	0	0	0
AC234779.1	0	0	0	0	0
AC234781.3	0	1.12632	0.64752	0	0
AC234781.4	7.5334	10.7722	23.8234	14.3491	9.83364
AC234781.5	34.08195	45.01758	28.3938	17.61545	24.74272
AC234782.1	0	0	0	0	0
AC234782.4	0	0	0	0	0
AC234791.1	0	0	0	0	0
AC234917.2	0	0	0	0	1.14192
AC235097.1	0	0	0	0	0
AC235563.1	0	0	0	0	0
AC236040.3	0	0	0	0	0
AC236592.1	0	0	0	0	0
AC236970.1	0.92826	0	0	0	0
AC236972.2	0	0	0	0	0
AC236972.3	0	0	0	0	0
AC236972.4	0	0	0	0	0
AC237191.1	0.36936	0	0.62269	0	0
AC237221.1	0	0	0	0	0
AC237298.1	0.36936	0	3.04385	6.89237	14.6511
AC239367.2	0.47653	0.741	0	0	0
AC239367.3	0	0	0	0	0.12688
AC239585.2	80.43355	98.62148	221.80463	168.37768	127.50248
AC239618.1	0	0	0	0	0
AC239618.2	0	0	0	0	0
AC239727.1	0	0	0	0	0
AC239799.2	32.9006	17.442	3.23912	3.05959	11.9267
AC239800.1	1.63841	0	0.57936	0	0
AC239800.2	0	0	0	0.34707	0
AC239800.3	0	0	0	0	0
AC239801.1	0	0	0	0	0
AC239803.1	0	1.45236	2.04564	16.13282	0.67832
AC239803.2	5.89466	6.051	0	5.3369	2.21552
AC239803.3	6.61403	5.21664	0.80514	0	0
AC239804.1	0	0.20254	0	0.56882	0.3904
AC239809.1	0	0	0	0	0
AC239809.2	0	0	0	0	0
AC239859.1	0	0	0	0.75454	0
AC239859.2	0	0	0	0	0
AC239860.1	0	0.71136	0	0	0
AC239860.2	0	0	0	0	0
AC239868.1	0.63666	0.72124	0	0.00503	0.64904
AC240137.1	0	0	0	0	0
AC240577.1	0	0	0	0	0
AC240720.1	0	0	0	2.37416	0
AC240720.2	0	1.50176	0	0	0
AC241377.4	20.46895	13.37258	24.59195	8.50067	12.15608
AC241401.1	0	0.75088	0.87756	3.06128	0.49776
AC241401.3	0	0	0	0	0
AC241520.1	34.126	22.7858	27.3495	30.4684	16.4554
AC241556.3	0	0	0	0	0
AC241556.4	0	0	0	0	0
AC241585.1	161.519	122.819	45.7461	24.8614	19.6635
AC241585.2	43.6232	60.1456	327.592	124.0954	192.5288
AC241585.3	0.50062	2.78616	0.55387	0.66444	1.60552
AC241640.3	0.20898	0	0	0	0
AC241640.5	0.15552	0	0	0	0
AC241640.6	6.1425	6.37183	2.57884	4.18854	13.89472
AC241644.1	0	0	0	0	0
AC241644.2	0	0	0	0	0
AC241644.3	0	0	0	0	0
AC241851.2	0.73872	0	0	0	0
AC241988.2	28.1051	29.8557	8.14328	11.6476	9.23784
AC242019.1	169.45451	147.10129	63.7893	132.42372	159.70743
AC242022.1	0	0	0	0	0
AC242022.2	0	0	0	0	0
AC242376.2	1602.18852	1412.00442	1646.46028	1231.73637	847.72302
AC242426.1	0.71928	2.25264	0.64752	0.93558	1.11264
AC242426.2	156.55813	174.38026	137.57415	102.50737	114.77746
AC242498.1	0.01458	0.23712	0	0.22635	1.18584
AC242842.1	35.8373	19.7421	128.2506	67.9289	69.7615
AC242842.2	43.8616	24.2961	114.828	84.5639	65.535
AC242852.1	0	0	0	0	0
AC242852.2	0	0	0	0	0
AC242988.2	34.05721	57.67161	41.94899	54.42022	77.1216
AC243301.1	0	0	0	0	0
AC243301.2	0	0	0	0	0
AC243312.1	27.88096	24.30128	18.43552	38.90363	26.55487
AC243547.1	1.1333	1.18066	0.76306	0.95132	1.30784
AC243547.2	1.41509	2.99811	2.6087	3.00573	2.75262
AC243547.3	302.63984	177.70928	127.351	99.66217	103.4951
AC243562.1	0	0	0	0	0
AC243562.2	0	0.40508	0	0	0
AC243562.3	0.52542	0	0	0	0
AC243571.2	2.17331	1.6549	3.06501	0.16096	2.12768
AC243585.1	0	0	0	0	0
AC243585.2	0.02918	0	0	0	0
AC243587.1	0	0	0	0	0
AC243591.1	0	0	0	0	0
AC243614.1	0	0	0	0	0
AC243615.1	0	0	0	0	0
AC243629.1	5.24743	5.83873	1.62399	4.35866	5.94872
AC243629.2	5.22738	8.13124	2.41694	5.34114	5.8316
AC243629.3	37.71005	23.10118	23.83233	35.38939	44.66641
AC243651.2	0	0	0	0	0
AC243654.2	0.39886	0	0	0	1.62016
AC243654.3	0	0	0	0	0
AC243657.2	44.3186	43.1933	3.87067	6.74119	12.3327
AC243657.3	156.97081	99.41224	18.37241	23.83306	53.57745
AC243658.1	0	0.16302	0	0.47785	0.74176
AC243660.1	2.23712	1.23994	0	0	0.83936
AC243660.2	10.6701	7.79906	13.734	6.83213	12.4596
AC243660.3	0.92877	0	0.99756	0.37222	0.95648
AC243660.5	1.30824	0.33592	0	0.10563	0.62464
AC243660.7	13.42255	15.94397	4.47199	5.98994	8.35944
AC243660.8	0	0	0.6438	1.671	0.54168
AC243733.1	14.57024	10.05784	11.73116	16.27032	52.47786
AC243734.1	241.26683	158.89612	86.65012	111.55452	112.17134
AC243742.1	0	0	0.05964	0	0.0244
AC243742.2	79.7426	37.0343	76.9346	129.9725	190.7439
AC243742.3	2.20741	0.75088	0	1.14684	1.0736
AC243773.2	0	18.6606	0	0	0
AC243790.1	0	0	0	0	0
AC243791.1	0	0	0	0	0
AC243807.3	85.36511	20.55422	14.88582	12.81004	37.91846
AC243824.1	21.78241	17.34698	8.10428	20.74274	22.18113
AC243828.1	0	0	0	0.06036	0.14152
AC243829.1	5.58629	6.14536	16.34485	15.54536	25.24448
AC243829.2	71.6798	39.5725	62.4678	68.5282	81.8268
AC243829.4	513.34047	352.27228	520.304	420.86062	475.35308
AC243829.6	23.2366	22.5625	28.9596	51.994	78.4927
AC243829.7	7.90773	7.06295	21.80712	31.53285	41.1962
AC243829.8	70.9746	39.2514	60.8099	67.5161	79.7478
AC243829.9	385.70447	262.11618	389.189	317.32562	357.42608
AC243830.1	0	0.69654	0	0	0
AC243830.2	1.57572	0	0	0	0
AC243830.3	0	0	0.58857	0	0
AC243836.1	5.84526	2.38108	2.15267	1.54968	2.67912
AC243837.1	0	0	0	0	0
AC243837.2	0.60264	0.73112	0	0	0.74176
AC243837.3	0	0	0	0	0
AC243837.4	8.94738	9.60336	9.37026	60.5054	129.7324
AC243899.2	213.48201	91.41118	128.47279	92.03061	112.0503
AC243913.10	0.0243	0	0.23856	0	0
AC243913.11	8.13627	2.60818	3.61476	3.47876	6.28588
AC243913.2	0	0.247	0.2343	0.13581	1.01504
AC243913.4	24.71018	9.32109	2.76253	6.25754	6.28056
AC243913.5	21.2231	12.7777	4.20726	14.2637	21.0348
AC243913.8	261.41642	143.40679	159.2363	159.02662	192.13026
AC243919.1	0	0	0	0	0
AC243948.1	670.76594	447.257	208.24724	205.24854	288.52692
AC243949.1	0	0	0.39658	0	0
AC243960.1	74.75513	37.59491	6.95996	13.53076	28.96768
AC243960.10	0	0.37544	7.97977	11.162	17.3506
AC243960.11	83.61928	27.64777	2.67223	21.11313	24.65376
AC243960.2	34.6417	10.9265	1.90598	0	1.10288
AC243960.3	1.42884	0.02964	0	0	0
AC243960.4	1.27402	0.58292	0.55847	7.68282	7.3932
AC243960.6	34.6417	10.9265	1.90598	0	1.10288
AC243961.1	0	0	0	0	0
AC243962.1	0	0	0	0	0
AC243964.3	23.426	11.9548	6.39714	19.3908	14.1764
AC243965.1	0.52986	0.741	3.19241	0.75524	0.84912
AC243967.1	1.65788	0.6916	0.04686	0	2.21552
AC244015.1	0	0	0	0	0
AC244015.2	0	0	0	0	0
AC244021.1	4.7593	15.81788	30.6135	60.12884	30.39756
AC244033.1	3.00557	3.12702	0	2.9791	0
AC244034.1	10.7234	8.1262	2.78713	4.40429	4.69456
AC244034.2	10.6749	11.0792	7.73332	8.83555	3.55752
AC244034.3	7.76168	6.55044	3.10382	4.55164	5.18744
AC244035.1	7.1394	1.7537	0	0	0.40016
AC244090.1	11.7691	15.0155	18.2224	16.4738	13.2991
AC244093.2	0	49.6344	0	0	0
AC244093.3	0	1.64502	0	0	0
AC244093.4	0	125.6636	0	0	0
AC244098.2	0	0	0	0	0
AC244098.3	0	0	0	0	0
AC244100.2	362.90771	310.05917	97.83345	150.85364	151.20616
AC244100.3	44.83113	25.57638	15.87429	6.59545	13.76216
AC244100.4	1.08933	1.84756	0	0	0.27816
AC244102.1	0	0	0	0	0
AC244102.2	0	0	0	0	0
AC244107.1	0	0.84474	0	0	0
AC244107.2	7.38248	8.52517	5.6138	8.52885	6.55947
AC244131.2	108.3534	112.21381	113.92027	76.29674	87.63888
AC244131.4	33.1334	26.4596	30.3239	28.0184	30.903
AC244157.1	0	0	0	0	0
AC244167.1	0.36936	0	0.62269	0	0
AC244207.1	18.23308	9.52432	8.50423	23.57204	33.91398
AC244207.2	0	0	0.64752	0	6.51968
AC244216.1	0	0	0	0	0
AC244216.3	0	0	0	0	0
AC244216.4	0	0	0	0	0
AC244216.5	0	0	0	0	0
AC244230.1	16.25307	12.05244	14.26322	8.87548	7.2712
AC244230.2	0.7246	1.81298	2.73699	1.54533	1.86904
AC244250.2	0	0	0	0	0
AC244258.1	0	0	0	0	0
AC244394.1	0.48144	10.5123	20.8495	37.6882	30.9744
AC244453.1	0	6.79603	3.32911	0.84568	2.68888
AC244489.1	5.16585	18.23848	88.56626	74.25447	136.10022
AC244489.2	85.10722	67.21902	18.65254	34.65313	56.01782
AC244502.3	0	0	0	0	0
AC244505.2	0.73909	0.99788	0.07242	2.25923	0.32208
AC244505.3	0	0	0	0	0.42456
AC244505.7	22.191	17.1541	27.425	11.2578	20.0881
AC244517.1	0	0	0	0	0
AC244517.10	0	0	0	0	0
AC244517.12	0	0	0	0	0
AC244517.3	0	0	0	0	0
AC244517.6	0	0	0	0	0
AC244517.8	0	0	0	0	0
AC244517.9	0	0	0	0	0
AC244635.1	13.3304	6.27837	8.60204	16.8765	8.06691
AC244647.1	3.69615	4.48552	2.8522	5.11996	2.5376
AC244647.2	9.862	15.7135	11.4796	25.327	14.2301
AC244647.3	2.00874	1.73394	0.36651	0.76007	0.37088
AC244669.2	1.46881	0.3705	4.49333	0	0
AC244670.1	0	0	0	0	0
AC245008.1	9.57081	1.30416	1.59465	2.76315	0.37088
AC245014.3	617.769	1173.86	4810.29	3805.82	5121.38
AC245028.1	0	0	0	0	0
AC245028.2	0	0	0	0	0
AC245028.3	0	0	0	0	0
AC245033.2	0	0	0	0	0
AC245033.3	0	0	0	0	0
AC245036.1	0	0	0	0	0
AC245036.2	0	0	0	0	0
AC245036.3	0	0	0	0	0
AC245036.4	0.43747	0	0	0	0
AC245036.5	1.47774	0	0	0	0
AC245047.1	0	0	0	1.0972	0
AC245047.2	0	0	0.47301	1.15219	0.35136
AC245047.5	0	0	0	0	0
AC245047.6	0	0	0.97204	3.02011	0.3416
AC245049.1	0	0	0.21726	0	0.00976
AC245052.3	5.3936	20.99742	12.07682	13.42141	13.69816
AC245052.5	3.49073	15.33232	0.64752	0.76456	3.74296
AC245052.7	10.7138	10.9454	14.2204	3.23152	2.7328
AC245054.1	0	0	0	0	0
AC245054.2	0	0	0	0	0
AC245060.1	0	0	0	0	0
AC245060.2	0	0	0	0	0
AC245060.4	0	0	0	0	0
AC245060.6	0	0	0	0	0.3172
AC245088.1	0	0	0	0	0
AC245096.1	0	0	0	0	0.74176
AC245100.1	14.83692	23.66922	28.48649	25.51998	72.7233
AC245100.2	73.91303	92.93189	120.58476	119.58098	72.86434
AC245100.4	553.94437	523.6508	450.34924	536.45825	501.58678
AC245100.6	4.74129	1.72406	0.54954	0.03018	5.19232
AC245100.8	202.73	269.07	1011.8	523.706	554.442
AC245102.1	2.11974	4.50528	0	0	0
AC245128.1	9.84705	7.37505	0.64752	10.32058	0.16592
AC245128.10	0	0	0	0	0
AC245128.11	0	0	0	0	0
AC245128.12	0	0	0	0	0
AC245128.13	0	0	0	0	0
AC245128.14	0	0	0	0	0
AC245128.15	0	0	0	0	0
AC245128.16	0	0	0	0	0
AC245128.17	0	0	0	0	0
AC245128.18	0	0	0	0	0
AC245128.19	0	0	0	0	0
AC245128.2	0	0	0	0	0
AC245128.20	0	0	0	0	0
AC245128.21	0	0	0	0	0
AC245128.22	10.07074	7.33553	0.64752	10.80881	0.08784
AC245128.23	0	0	0	0	0
AC245128.24	0.73872	0	0	0	0
AC245128.25	0	0	0	0	0
AC245128.26	10.39757	5.14254	0.36636	1.83753	2.14232
AC245128.27	0	0	0	0	0
AC245128.28	0	0	0	0	0
AC245128.29	0	0	0	0	0
AC245128.3	0	0.3211	0	0	0
AC245128.30	9.75968	7.41951	0.64752	9.94305	0.23424
AC245128.31	0	0	0	0	0
AC245128.32	0	0	0	0	0
AC245128.33	0	0	0	0	0
AC245128.34	9.7208	7.41951	0.64752	9.79706	0.24888
AC245128.35	9.41937	7.56771	0.64752	7.96967	0.37088
AC245128.36	0	0	0	0	0
AC245128.37	0	0	0	0	0
AC245128.4	0	0	0	0	0
AC245128.5	0	0	0	0	0
AC245128.6	0	0	0	0	0
AC245128.7	0	0	0	0	0
AC245128.8	0	0	0	0	0
AC245128.9	0	0	0	0	0
