symbol  TSC1	TSC2	MSC1	MSC2	NPC1	NPC2	ESC1	ESC2	MES1	MES2
SLC25A14	1259	1489	1861	1924	1923	1937	1791	2120	2647	2647
SLC25A14P1	200	217	326	339	356	392	304	391	456	456
SLC25A15	1226	1516	2282	2595	4006	3864	1943	2162	4013	4013
SLC25A15P1	0	0	0	0	0	0	0	0	0	0
SLC25A15P2	0	0	0	0	0	1	0	0	0	0
SLC25A15P3	3	2	5	2	0	0	15	7	13	13
SLC25A15P4	0	0	2	0	0	0	0	0	0	0
SLC25A15P5	0	0	0	0	0	0	0	0	0	0
SLC25A16	3075	3332	5351	5918	1831	2171	2071	2087	2078	2078
SLC25A17	8043	9892	3813	4274	4961	4966	5223	6684	8748	8748
SLC25A18	224	269	247	235	129	140	245	217	326	326
SLC25A18P1	0	0	0	0	0	0	0	0	1	1
SLC25A19	351	382	179	215	393	450	951	988	1076	1076
SLC25A1P1	1663	2227	2712	2634	1858	1874	1756	1737	1840	1840
SLC25A1P2	0	0	0	0	0	1	0	0	0	0
SLC25A1P3	1	1	0	2	1	0	0	1	2	2
SLC25A1P4	0	0	0	5	0	0	0	0	0	0
SLC25A1P5	3	2	7	4	4	6	8	14	5	5
SLC25A2	22	40	53	53	78	95	37	41	97	97
SLC25A20	1292	1465	3010	3306	892	826	856	938	1373	1373
SLC25A20P1	56	82	159	149	48	42	33	36	63	63
SLC25A21	38	64	141	178	526	585	641	663	665	665
SLC25A21-AS1	174	133	144	149	1661	1559	243	327	168	168
SLC25A22	4889	5425	4637	4715	11104	10833	7080	8509	12757	12757
SLC25A23	11348	13112	25528	25135	21177	21746	17773	20938	20050	20050
SLC25A24	20130	24493	25260	28031	27989	29258	11939	12834	36383	36383
SLC25A24P1	3	0	0	0	0	0	0	0	2	2
SLC25A24P2	0	0	0	0	0	0	0	0	0	0
SLC25A25	3282	3639	2429	2371	3161	3122	1898	2096	3993	3993
SLC25A26	1953	2072	1907	1924	2405	2593	2719	3332	3571	3571
SLC25A27	138	185	383	373	4269	4187	1439	1368	251	251
SLC25A28	3113	4046	6089	6030	4496	4553	3204	3189	3753	3753
SLC25A29	6391	7629	5863	5430	43615	43186	25612	25607	9590	9590
SLC25A3	66406	77788	91124	93474	114649	111036	58476	64774	82145	82145
SLC25A30	2956	3215	7045	8532	4521	4892	1727	1796	1858	1858
SLC25A30-AS1	13	14	12	2	49	68	10	4	0	0
SLC25A31	3	2	0	2	4	4	6	0	1	1
SLC25A32	4584	5345	12987	13860	4389	4729	5228	5940	9800	9800
SLC25A33	1901	2162	2295	2482	7541	7609	4401	4912	6552	6552
SLC25A34	132	196	175	156	206	191	119	79	167	167
SLC25A35	688	748	1922	1967	639	640	1169	1482	656	656
SLC25A36	16760	19354	17123	18243	60704	62537	32884	31799	22478	22478
SLC25A36P1	37	34	24	30	61	67	68	39	32	32
SLC25A37	22061	24906	39510	37414	29552	30849	13141	13866	13270	13270
SLC25A38	4608	5131	7821	8084	7141	7396	6379	6932	8660	8660
SLC25A38P1	1281	1542	2432	2343	1911	1992	1761	2001	2556	2556
SLC25A39	14137	16284	11902	12149	16530	16656	26169	27267	29236	29236
SLC25A39P1	281	310	234	262	302	292	526	618	553	553
SLC25A39P2	0	0	0	0	0	0	0	0	0	0
SLC25A3P1	0	0	0	0	0	0	70	44	256	256
SLC25A3P2	5390	6346	8024	8153	10231	10329	5202	5488	6780	6780
SLC25A4	7828	9050	3041	3142	9962	10057	7290	7872	10145	10145
SLC25A40	2148	2560	2739	3001	6465	6648	3325	3493	3103	3103
SLC25A41	39	42	31	43	170	216	98	99	31	31
SLC25A42	1167	1267	2856	2794	2904	2935	1307	1292	517	517
SLC25A43	1189	1672	6150	6837	1339	1578	1068	1217	2354	2354
SLC25A44	8576	9199	14189	14033	8154	8027	9626	11630	11016	11016
SLC25A45	268	325	763	762	181	122	211	250	269	269
SLC25A46	10685	12896	27070	27714	11992	12925	6375	6938	10422	10422
SLC25A47	36	16	3	8	6	1	0	8	5	5
SLC25A47P1	0	0	0	0	0	0	0	0	0	0
SLC25A48	42	61	2	0	3	8	127	147	635	635
SLC25A5	36571	44170	37309	37469	50248	51068	51722	56823	75673	75673
SLC25A5-AS1	135	199	88	133	695	605	295	373	241	241
SLC25A51	1989	2289	5063	4880	3510	3506	1178	1329	1524	1524
SLC25A51P1	0	0	1	2	3	1	1	1	1	1
SLC25A51P2	1	0	0	0	0	1	1	0	0	0
SLC25A51P3	111	151	223	259	182	190	99	58	80	80
SLC25A52	14	17	7	18	16	16	15	11	40	40
SLC25A53	553	596	694	690	3687	3755	1639	1951	1614	1614
SLC25A5P1	357	427	333	384	523	554	574	589	758	758
SLC25A5P2	4956	6046	5032	5209	6582	6663	7303	8140	10870	10870
SLC25A5P3	619	792	603	658	797	895	882	964	1259	1259
SLC25A5P4	1	0	0	0	0	0	0	0	0	0
SLC25A5P5	1686	2231	1727	1574	2176	2210	2360	2643	3388	3388
SLC25A5P6	11	10	8	19	10	7	14	25	21	21
SLC25A5P7	171	229	121	142	155	161	205	216	337	337
SLC25A5P8	257	356	333	327	375	430	478	502	644	644
SLC25A5P9	0	0	0	0	0	0	0	0	0	0
SLC25A6	241066	292818	373478	373246	309002	308136	217322	246550	296360	296360
SLC25A6P1	0	0	0	0	0	0	0	0	0	0
SLC25A6P2	3519	4117	5452	5532	4603	4413	3315	3520	4138	4138
SLC25A6P3	0	1	0	0	0	0	2	0	0	0
SLC25A6P4	2	1	0	6	0	2	2	2	0	0
SLC25A6P5	2	0	0	0	1	2	4	4	0	0
SLC25A6P6	0	0	0	0	0	0	0	0	0	0
SLC26A1	141	131	771	700	452	408	226	175	48	48
SLC26A10	34	54	202	161	290	319	45	63	15	15
SLC26A11	5410	5703	5182	5339	5016	5368	4336	4371	2535	2535
SLC26A2	5155	6164	18372	19056	11461	11319	13489	17052	8394	8394
SLC26A3	5	2	3	1	3	7	3	2	2	2
SLC26A4	39	55	53	51	44	67	34	27	18	18
SLC26A4-AS1	11	6	6	0	4	0	14	4	2	2
SLC26A5	21	24	14	1	29	42	77	38	39	39
SLC26A6	5495	6555	11621	11114	7622	7423	10764	10917	4890	4890
SLC26A7	76	73	8	10	105	174	34	42	11	11
SLC26A8	15	18	21	5	159	164	112	122	61	61
SLC26A9	1	6	1	3	14	25	40	15	9	9
SLC27A1	2433	2922	5015	4826	6416	6395	2973	3514	1272	1272
SLC27A2	6489	7603	2	0	511	458	1780	2196	487	487
SLC27A3	2643	3035	2256	2166	1853	1814	5836	6252	4085	4085
SLC27A4	4926	5230	6498	6681	2375	2140	5225	6967	7102	7102
SLC27A5	450	469	940	1025	2168	2151	1885	2160	1301	1301
SLC27A6	3685	4158	623	647	611	602	1495	1800	831	831
SLC28A1	126	204	2	0	4	2	1	8	0	0
SLC28A2	22	21	0	0	119	125	30	25	37	37
SLC28A3	1048	1303	147	168	11	8	8	8	1	1
SLC29A1	14790	16837	5083	5419	19376	19579	50687	58722	14362	14362
SLC29A2	5156	5587	5765	5686	15858	15711	12197	14306	11150	11150
SLC29A3	1811	1944	703	719	1811	1999	4956	6165	3014	3014
SLC29A4	1596	1786	4227	4196	14405	14604	2757	3225	830	830
SLC29A4P1	0	0	2	0	4	1	0	2	1	1
SLC29A4P2	0	0	0	0	0	1	0	1	0	0
SLC2A1	590236	670142	27834	28622	164266	165954	179980	196090	117657	117657
SLC2A1-AS1	581	727	159	123	1393	1315	852	793	227	227
SLC2A10	6323	6898	28199	30534	6429	6562	5686	6582	3627	3627
SLC2A11	1933	2029	3427	3080	2067	2093	3116	3075	2377	2377
SLC2A12	8203	9608	821	883	9495	10075	2692	3302	593	593
SLC2A13	4478	5173	10130	11508	3764	4095	5533	6206	3627	3627
SLC2A13P1	0	0	0	0	0	0	0	0	0	0
SLC2A14	7938	9472	686	599	591	614	4067	4661	6198	6198
SLC2A2	0	0	0	0	0	0	0	4	2	2
SLC2A3	482339	554680	43519	43920	43855	44550	302609	338670	427063	427063
SLC2A3P1	0	0	0	0	0	0	0	0	0	0
SLC2A3P2	46653	52022	4117	4106	3814	3733	27475	30155	39010	39010
SLC2A3P4	13870	16262	1138	1204	1136	1090	7875	8656	11673	11673
SLC2A4	170	167	114	136	1954	1927	3052	3195	591	591
SLC2A4RG	11872	14172	15399	15954	8029	8237	4458	4632	4573	4573
SLC2A5	64	70	26	29	2	2	28	23	6	6
SLC2A6	1681	1860	12321	12313	1709	1853	7005	7812	5660	5660
SLC2A7	0	0	0	0	5	2	5	2	2	2
SLC2A8	6530	7363	1607	1771	2909	2894	5179	5777	2881	2881
SLC2A9	153	132	58	56	11	13	38	42	68	68
SLC30A1	30427	32545	7131	7605	7594	7963	5801	7317	11540	11540
SLC30A10	91	116	0	1	343	420	68	85	24	24
SLC30A2	5233	5272	5	1	44	11	31	32	170	170
SLC30A3	955	1044	2	8	500	537	3307	4170	382	382
SLC30A4	363	396	4635	5114	469	503	16	30	122	122
SLC30A5	12013	13104	11716	13286	8896	9096	6761	8216	9570	9570
SLC30A6	11103	13219	13228	14213	12600	12844	14957	21071	14087	14087
SLC30A7	17502	19008	26775	27731	9843	10346	12530	14544	10994	10994
SLC30A8	0	0	1	1	3	1	1	2	19	19
SLC30A9	13557	17176	21213	22012	27010	28594	14007	16508	19906	19906
SLC31A1	37918	42591	60780	63641	19798	20293	28429	36712	18109	18109
SLC31A1P1	2719	3122	3862	3827	1049	1054	1536	2133	1220	1220
SLC31A2	35	35	26	14	10	5	16	10	5	5
SLC32A1	0	2	0	2	61	79	116	174	60	60
SLC33A1	12451	13570	13239	15153	7276	7912	12245	14421	9889	9889
SLC34A1	0	4	2	2	0	2	0	2	4	4
SLC34A2	49	55	1	0	55	39	1354	1627	1488	1488
SLC34A3	94	107	90	45	80	112	54	72	32	32
SLC35A1	1832	2298	2385	2606	2755	3158	1049	1409	743	743
SLC35A2	7436	8384	10491	10367	4034	3972	6203	7663	5059	5059
SLC35A3	4463	5059	4778	5065	6829	7201	5829	6567	6292	6292
SLC35A4	16110	18454	20766	21082	19511	19201	14225	16407	29800	29800
SLC35A5	6312	7575	8552	9452	10622	11085	9880	13158	7207	7207
SLC35B1	10557	11694	8103	8281	5981	6202	6508	8621	8064	8064
SLC35B2	11910	13133	23181	23420	13249	13044	9629	10719	4926	4926
SLC35B3	3939	4683	7248	7181	3234	3181	2447	2498	2444	2444
SLC35B4	9634	11016	13091	13714	24168	25331	25085	30982	18645	18645
SLC35C1	7185	8275	16100	16025	5892	5844	5147	6990	5541	5541
SLC35C2	6178	6966	10429	10336	8862	8785	7691	8606	8130	8130
SLC35D1	3798	4876	14067	15260	3576	3711	1545	2198	2846	2846
SLC35D2	4551	5536	4935	5258	3843	3797	1593	2020	1952	1952
SLC35D3	2	2	0	4	16	9	378	490	57	57
SLC35E1	28939	31845	22457	22885	9284	9954	9008	12280	10310	10310
SLC35E1P1	1045	1129	813	797	525	526	365	410	358	358
SLC35E2	564	596	686	703	1753	1866	723	746	354	354
SLC35E2B	10493	12110	15010	15188	19559	20075	12299	14193	8678	8678
SLC35E3	3362	3790	5369	5537	3906	4319	6207	6828	5432	5432
SLC35E4	544	565	2177	2161	2390	2313	2515	2891	727	727
SLC35F1	162	260	82	117	11961	12564	4577	6542	4254	4254
SLC35F2	25400	30945	5056	4929	3018	3115	10853	13950	8307	8307
SLC35F3	102	111	63	50	278	340	332	396	413	413
SLC35F4	6	2	1	2	49	53	20	13	12	12
SLC35F5	8395	9295	15871	18905	9990	10604	4323	5090	7498	7498
SLC35F6	12051	13929	40685	40405	6352	7050	7350	9991	7361	7361
SLC35G1	1037	1217	7846	8151	5726	5967	2740	3255	3523	3523
SLC35G2	478	560	2630	2786	466	462	1676	1810	1316	1316
SLC35G3	0	0	0	0	5	2	0	1	0	0
SLC35G5	12	14	6	5	24	26	14	24	7	7
SLC35G6	23	31	15	13	12	14	29	27	16	16
SLC36A1	5794	6745	9477	9319	3385	3370	3142	3627	3164	3164
SLC36A2	60	80	9	0	2	4	10	26	45	45
SLC36A3	10	4	0	3	3	4	9	0	1	1
SLC36A4	11228	13113	7182	8478	25548	27036	9493	10195	7139	7139
SLC37A1	4597	5105	998	1085	3806	3791	6600	7884	4670	4670
SLC37A2	25	35	84	122	154	158	135	110	33	33
SLC37A3	14526	16876	12984	13666	14114	14688	15369	19243	10332	10332
SLC37A4	6986	8137	2343	2434	17252	16980	13413	14155	7423	7423
SLC38A1	239789	280383	63105	64636	91798	94448	172498	188554	155597	155597
SLC38A10	15582	16890	26610	26194	4446	4788	10673	11558	6115	6115
SLC38A11	39	41	2	0	4	0	5	4	5	5
SLC38A2	192315	214074	155348	165922	80468	84442	230306	242271	105537	105537
SLC38A3	23196	24677	3	8	1196	1115	299	348	155	155
SLC38A4	1290	1530	117	180	7016	7398	8628	9072	2090	2090
SLC38A5	58	62	948	907	404	443	6011	6849	6123	6123
SLC38A6	1626	1731	2706	2893	671	768	1078	1192	565	565
SLC38A7	11251	12674	22682	22308	5146	5063	14990	18196	10895	10895
SLC38A8	16	5	0	0	25	9	3	10	10	10
SLC38A9	16314	16945	2998	3149	4272	4499	6817	7853	7118	7118
SLC39A1	33936	39224	37608	37989	32112	31473	82914	109133	58966	58966
SLC39A10	65393	76162	19523	20287	88793	91424	164714	184187	34976	34976
SLC39A11	6293	7459	5081	5275	1978	2064	3301	4619	1615	1615
SLC39A12	6	20	0	0	3	28	0	1	0	0
SLC39A12-AS1	0	0	0	0	0	0	0	0	0	0
SLC39A13	9814	11143	35664	36275	9899	9839	6757	7179	4842	4842
SLC39A14	26319	29034	29401	31327	15942	15924	138252	181827	79342	79342
SLC39A2	147	163	4	0	8	30	7	16	8	8
SLC39A3	2948	3313	3751	3965	2961	2979	5437	6950	4550	4550
SLC39A4	305	242	727	719	208	153	835	733	369	369
SLC39A5	13	24	11	5	47	52	23	27	17	17
SLC39A6	17584	20857	88938	92589	35289	36302	20477	27192	10723	10723
SLC39A7	26017	29325	38584	38072	14053	13665	15566	21444	13427	13427
SLC39A8	14626	15881	2693	2687	5551	5812	24269	32876	54785	54785
SLC39A9	24855	28149	29512	30862	22927	23723	16962	23491	13970	13970
SLC3A1	62	100	32	31	42	59	41	23	17	17
SLC3A2	104679	106809	23365	23884	14190	14313	72889	77699	84851	84851
SLC40A1	152225	163668	4219	4630	259	288	7	14	46	46
SLC41A1	7181	8235	15698	14992	14778	14767	21435	24716	19662	19662
SLC41A2	1889	2202	4888	5235	287	400	708	746	714	714
SLC41A3	4053	4691	6744	6809	9609	9657	5763	6431	4461	4461
SLC43A1	95	100	1129	1220	233	301	6389	7560	3424	3424
SLC43A2	53160	55383	6741	6681	5111	5073	3090	3400	3154	3154
SLC43A3	426	483	543	579	1384	1452	4377	5019	4232	4232
SLC44A1	19969	23398	30739	32066	21334	22217	33674	42742	32659	32659
SLC44A2	50759	57441	41821	41783	27850	27469	28314	31543	24773	24773
SLC44A3	744	890	1918	2080	144	121	612	726	251	251
SLC44A4	26	35	8	6	389	456	584	545	156	156
SLC44A5	1008	1081	74	70	1879	2093	1716	1644	606	606
SLC45A1	240	217	560	587	724	802	854	1084	43	43
SLC45A2	7	6	85	72	8	3	4	9	4	4
SLC45A3	774	953	2513	2647	5386	5410	5830	6693	3840	3840
SLC45A4	5136	5723	4164	3934	5536	5749	10390	12356	6018	6018
SLC46A1	1730	1591	933	912	763	798	2311	2728	1925	1925
SLC46A2	7	13	11	3	1	4	7	3	13	13
SLC46A3	524	594	3567	3984	93	154	406	483	407	407
SLC47A1	0	3	3	2	505	597	490	689	2063	2063
SLC47A2	3	0	8	1	185	160	50	52	160	160
SLC48A1	1942	2211	4140	4041	7033	6874	3180	4112	3529	3529
SLC4A1	4	6	1	0	7	2	12	18	6	6
SLC4A10	3	8	5	0	159	216	161	146	15	15
SLC4A11	1059	1114	649	539	1417	1517	8469	8994	1778	1778
SLC4A1AP	5136	5830	5685	5660	5870	5988	3687	4114	6958	6958
SLC4A2	28565	30909	19691	19755	7510	7745	13005	14381	7573	7573
SLC4A3	4335	4811	1390	1270	1897	2073	2007	2436	1781	1781
SLC4A4	2198	2360	17123	16903	71	70	649	645	1338	1338
SLC4A5	95	86	61	46	265	248	205	166	151	151
SLC4A7	6925	7912	4853	4997	29860	31498	30111	31367	20278	20278
SLC4A8	21082	25720	1264	1146	3885	3916	1606	1649	661	661
SLC4A9	7	9	6	0	28	19	33	53	12	12
SLC50A1	4565	5303	6260	6688	6417	6432	5601	6720	3519	3519
SLC51A	660	760	1030	966	284	294	1585	1726	727	727
SLC51B	29	41	115	157	93	89	72	83	84	84
SLC52A1	305	338	4	10	50	63	166	207	43	43
SLC52A2	11199	11728	11866	12610	5588	5587	12389	13886	8758	8758
SLC52A3	2097	2328	0	0	53	105	1767	2019	1070	1070
SLC5A1	8	2	1	0	8	16	0	2	13	13
SLC5A10	116	124	6	1	13	12	11	1	8	8
SLC5A11	39	42	10	9	24	45	27	33	48	48
SLC5A12	127	178	22	25	362	386	807	834	121	121
SLC5A2	24	22	30	26	16	13	132	95	3	3
SLC5A3	8015	9913	14809	14577	38262	39586	16989	17161	6908	6908
SLC5A4	4	5	3	1	54	73	46	17	7	7
SLC5A4P1	0	0	0	0	0	0	0	0	0	0
SLC5A5	10	9	2	3	82	96	703	792	77	77
SLC5A6	49419	54241	8480	8445	12381	12607	34950	39559	45016	45016
SLC5A7	427	385	0	0	6	4	32	58	4	4
SLC5A8	1	0	2	0	9	11	117	106	22	22
SLC5A9	36	39	8	8	36	40	73	75	503	503
SLC6A1	4	4	2	0	408	387	82	90	257	257
SLC6A1-AS1	0	0	0	0	10	15	4	8	17	17
SLC6A10P	40	31	21	44	120	140	36	56	26	26
SLC6A11	10	14	0	0	336	323	345	359	332	332
SLC6A12	66	65	19	31	59	54	89	95	35	35
SLC6A13	40	55	11	13	9	12	18	12	11	11
SLC6A14	6	5	0	0	0	0	0	2	5	5
SLC6A15	3346	3675	10946	11783	8022	8063	8747	10444	10640	10640
SLC6A16	748	1035	1403	1366	5681	6222	263	320	161	161
SLC6A17	39	70	48	43	143	65	132	163	1808	1808
SLC6A18	0	0	0	0	1	1	2	2	0	0
SLC6A19	132	139	0	0	14	8	4	15	4	4
SLC6A2	239	281	0	0	2	3	63	76	147	147
SLC6A20	15	19	0	2	3	6	27	19	20	20
SLC6A21P	1	4	0	0	7	12	0	2	1	1
SLC6A3	37	35	1	0	149	93	242	269	40	40
SLC6A4	438	503	15	28	73	81	69	35	25	25
SLC6A5	0	2	0	0	0	0	6	14	2	2
SLC6A6	42296	46680	29703	28174	27844	30186	113734	111317	41848	41848
SLC6A6P1	651	710	356	362	373	383	1500	1445	593	593
SLC6A7	10	17	0	0	1	6	14	22	23	23
SLC6A8	12107	13449	11336	11714	57090	57562	17912	21220	11010	11010
SLC6A9	2765	2716	5423	5219	3598	3563	3749	4054	5222	5222
SLC7A1	48180	52787	19568	19853	20434	20926	67987	70618	72213	72213
SLC7A10	219	197	191	234	1080	1062	1048	1145	225	225
SLC7A11	16323	16937	41517	42753	11432	12336	19523	19445	37324	37324
SLC7A11-AS1	97	115	72	53	37	47	124	93	90	90
SLC7A13	0	1	0	0	0	0	0	0	0	0
SLC7A14	7	24	1505	1565	17	20	1129	1315	5053	5053
SLC7A15P	0	2	0	0	0	0	0	0	0	0
SLC7A2	98773	110474	33728	34199	4987	5344	20100	21937	4924	4924
SLC7A3	130	173	290	234	7820	7665	62433	59154	21742	21742
SLC7A4	2573	2516	22	55	68	108	110	105	2	2
SLC7A5	211768	234285	36229	36168	13077	13289	153896	212480	494862	494862
SLC7A5P1	106	124	36	41	161	143	206	226	144	144
SLC7A5P2	0	0	0	0	0	0	0	0	0	0
SLC7A6	12896	13251	7189	7214	2949	2977	5438	6206	6689	6689
SLC7A6OS	857	1077	790	700	1462	1570	877	843	1084	1084
SLC7A7	11050	11938	1829	2047	291	287	1700	1990	2639	2639
SLC7A8	363697	378658	1870	1746	27564	28323	168177	171326	42818	42818
SLC7A9	21	12	8	2	39	39	10	11	11	11
SLC8A1	12184	13732	1030	1318	1652	1642	1758	2235	219	219
SLC8A1-AS1	12	8	65	82	5	13	18	7	2	2
SLC8A2	228	283	20	27	3807	3986	4439	5139	569	569
SLC8A3	133	156	0	2	132	95	1315	1375	89	89
SLC8B1	3007	3462	3606	3452	1281	1468	4434	4559	1683	1683
SLC9A1	66815	71548	25250	24566	6408	6047	16267	17788	14247	14247
SLC9A2	992	964	6	3	20	28	110	140	65	65
SLC9A3	529	622	253	228	589	545	140	153	96	96
SLC9A3P1	0	0	0	0	0	0	0	0	0	0
SLC9A3P2	0	0	0	0	0	0	0	0	3	3
SLC9A3P3	1	0	0	0	0	2	0	2	0	0
SLC9A3P4	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	21849	27207	23213	24100	16516	16467	17541	21207	28303	28303
SLC9A3R2	2910	3401	10179	10037	2709	2541	2177	2380	1140	1140
SLC9A4	72	69	7	7	1	6	1	1	2	2
SLC9A5	387	463	1374	1316	2011	1916	3008	3217	772	772
SLC9A6	5017	5843	8433	8409	5582	5734	5196	6323	4635	4635
SLC9A7	1186	1373	492	506	498	560	2834	3591	1280	1280
SLC9A7P1	712	778	739	783	389	464	1596	2013	1396	1396
SLC9A8	2606	2905	3408	3198	3010	2904	5095	5747	2977	2977
SLC9A9	123	170	2376	2574	192	163	475	509	858	858
SLC9A9-AS1	0	0	0	0	0	0	2	0	0	0
SLC9A9-AS2	0	0	0	0	0	0	0	0	0	0
SLC9B1	81	98	164	130	341	338	87	86	50	50
SLC9B1P1	0	0	0	0	0	0	0	0	0	0
SLC9B1P2	0	0	0	0	0	2	0	0	0	0
SLC9B1P3	0	0	0	0	0	0	0	0	0	0
SLC9B1P4	0	0	0	0	0	0	0	0	1	1
SLC9B2	764	1020	4956	5171	4736	4775	925	979	1660	1660
SLC9C1	38	29	0	2	25	55	75	58	14	14
SLC9C2	6	8	7	0	28	25	19	9	13	13
SLCO1A2	121	144	126	99	1147	1208	2211	1846	475	475
SLCO1B1	6	2	1	0	11	4	29	29	8	8
SLCO1B3	0	0	0	0	0	0	0	1	0	0
SLCO1B7	0	0	0	0	0	0	0	0	0	0
SLCO1C1	15	13	27	14	1	2	51	30	48	48
SLCO2A1	129871	147657	573	576	311	301	817	884	3922	3922
SLCO2B1	1561	1489	60	47	9	15	24	26	6	6
SLCO3A1	294	352	1203	1186	5417	5832	5095	6605	3403	3403
SLCO4A1	13918	15952	5	4	1054	1260	4509	5162	506	506
SLCO4C1	448	506	1103	1113	471	464	4777	5767	6723	6723
SLCO5A1	218	208	16	31	2498	2857	2522	3153	2276	2276
SLCO6A1	11	11	6	3	5	10	51	29	3	3
SLFN11	53	49	2755	2652	67	67	74	32	43	43
SLFN12	2970	3510	3445	3667	4452	4282	1266	1467	7205	7205
SLFN12L	0	2	3	3	2	0	0	0	2	2
SLFN13	5282	6774	82	58	1120	1153	4872	4890	5548	5548
SLFN14	0	0	0	3	4	0	0	2	1	1
SLFN5	10397	13419	17457	16663	4723	4588	2709	2649	2528	2528
SLFNL1	524	550	144	98	326	339	273	230	270	270
SLIRP	7052	8390	8857	9055	8660	9120	17860	21501	31694	31694
SLIT1	4	1	0	0	3	4	8	24	3	3
SLIT2	2028	2501	13348	12770	663	730	7200	6721	15216	15216
SLIT2-IT1	0	1	4	4	0	0	0	4	8	8
SLIT3	20955	26843	300	231	293	373	394	381	81	81
SLITRK1	4	0	2	0	2086	2188	3507	3285	23	23
SLITRK2	14	17	198	218	1124	1158	264	194	3140	3140
SLITRK3	2	6	187	169	3442	3796	2188	2082	278	278
SLITRK4	468	604	11498	11812	7980	8227	8708	8567	3375	3375
SLITRK5	20	10	7705	7806	9881	10359	3590	3845	2420	2420
SLITRK6	60538	63603	43195	44053	2163	2072	177	203	594	594
SLK	25027	30525	31903	31000	24048	24100	12470	13337	16255	16255
SLMAP	8983	10334	11504	11588	9761	10336	9866	10692	15185	15185
SLMO1	54	64	313	329	846	902	569	475	417	417
SLMO2	4307	5118	6074	6719	9669	9996	4178	4417	10492	10492
SLMO2P1	137	164	175	145	188	183	140	137	228	228
SLMO2P2	0	0	0	0	0	0	0	0	2	2
SLMO2P3	7	15	16	13	14	23	11	11	22	22
SLN	3154	3834	9	2	0	0	2	0	2	2
SLPI	110	116	0	0	0	1	4	3	11	11
SLTM	35981	40540	17882	17679	29153	29676	33834	37659	45091	45091
SLU7	7068	8285	9630	9960	9938	10280	5408	5862	9345	9345
SLURP1	4	4	0	0	8	12	0	0	0	0
SLX1A	4	1	2	0	0	2	0	0	0	0
SLX1A-SULT1A3	0	0	0	0	0	0	0	0	0	0
SLX1B	15	13	17	9	22	9	9	15	0	0
SLX1B-SULT1A4	0	0	0	0	0	0	0	0	0	0
SLX4	4838	5599	3033	2886	6948	7100	5781	6455	5313	5313
SLX4IP	542	651	420	421	1026	977	793	900	592	592
SMAD1	2105	2707	3759	3847	7591	7909	3640	3983	7859	7859
SMAD2	15927	18711	19756	20142	35777	38414	13912	14487	19115	19115
SMAD3	16028	19220	45080	44390	17895	17932	4374	4754	5949	5949
SMAD4	10522	12807	11828	12254	31314	34058	11589	11580	12865	12865
SMAD5	14148	16731	23566	24368	37651	39292	18333	19848	20853	20853
SMAD5-AS1	12	17	8	25	14	27	9	5	13	13
SMAD6	13131	14961	3181	3228	600	679	781	904	3264	3264
SMAD7	46878	50518	4543	5091	363	476	4309	4770	13633	13633
SMAD9	10709	13390	4878	5094	2125	2255	457	538	702	702
SMAD9-AS1	95	112	38	19	16	18	2	6	2	2
SMAGP	13742	15600	3324	3278	1666	1523	1304	1703	2709	2709
SMAP1	1713	1983	1530	1459	1866	1864	1262	1421	1763	1763
SMAP2	2804	3123	8846	9333	5153	4896	1440	1434	2726	2726
SMARCA1	23797	27497	31324	33208	31528	32477	10639	11215	16672	16672
SMARCA2	24562	28609	8301	8389	610	604	1542	1625	1718	1718
SMARCA4	34643	41423	25614	25027	67498	69048	42349	44764	62879	62879
SMARCA5	36459	42434	27182	28878	59469	60869	36601	43181	61917	61917
SMARCA5-AS1	17	21	19	12	45	65	17	10	6	6
SMARCAD1	11561	13550	10624	10675	22620	22444	15833	17461	34068	34068
SMARCAL1	4518	5383	4610	4827	5112	5497	2708	3023	4463	4463
SMARCB1	8320	10157	9468	9296	20218	19343	8322	9282	12744	12744
SMARCC1	36098	43086	28342	28011	81189	82888	68651	74799	94732	94732
SMARCC2	6590	7935	9253	8963	16861	16228	9858	9786	6552	6552
SMARCD1	14947	18264	16788	16759	51643	51414	26374	29752	43230	43230
SMARCD2	9672	10829	7272	6872	7622	7585	10300	11119	10651	10651
SMARCD3	1436	1683	9602	9141	4503	4484	697	839	897	897
SMARCE1	11225	13675	15913	15967	41265	41586	9423	10429	16393	16393
SMARCE1P1	1209	1557	1745	1622	3208	3287	1144	1333	2258	2258
SMARCE1P2	1012	1205	1213	1273	2417	2640	876	1031	1729	1729
SMARCE1P4	31	65	55	40	92	103	40	48	72	72
SMARCE1P5	6091	7423	7613	7331	14937	16193	4939	5755	10373	10373
SMARCE1P6	688	974	941	877	1901	2080	574	698	1277	1277
SMC1A	24288	29874	11349	11139	41169	41360	34856	40462	35496	35496
SMC1B	64	80	33	10	53	56	45	58	70	70
SMC2	9879	12012	3935	4091	18807	18558	15152	16998	27946	27946
SMC3	7008	8966	6499	6404	33191	34431	16617	19584	36945	36945
SMC4	24458	30216	16994	16206	73817	75863	35549	37065	42077	42077
SMC5	9073	11433	14498	14838	18773	19065	7317	7820	13541	13541
SMC5-AS1	116	148	209	154	161	157	133	87	105	105
SMC6	6224	7731	8990	9231	13589	13549	14079	15463	16094	16094
SMCHD1	14495	17813	13010	13623	18367	18688	6540	7120	15391	15391
